NOMBRE_ELECCION,AÑO_ELECCION,PAIS,REGION,DEPTO,MUNICIPIO,PARTIDO,NOMBRE_PARTIDO,SEXO,RAZA,ANALFABETOS,ALFABETOS,SEXO,RAZA,PRIMARIA,NIVEL MEDIO,UNIVERSITARIOS
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Chinique,PN,Partido Nacional,hombres,LADINOS,1567,1400,hombres,LADINOS,1138,135,127
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Zacualpa,PN,Partido Nacional,hombres,LADINOS,268,6006,hombres,LADINOS,2656,2521,829
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Chajul,PN,Partido Nacional,hombres,LADINOS,75,4460,hombres,LADINOS,1335,1967,1158
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Chichicastenango,PN,Partido Nacional,hombres,LADINOS,437,3964,hombres,LADINOS,441,758,2765
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Patzité,PN,Partido Nacional,hombres,LADINOS,1360,3239,hombres,LADINOS,1452,1093,694
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,San Antonio Ilotenango,PN,Partido Nacional,hombres,LADINOS,157,3005,hombres,LADINOS,1582,536,887
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,San Pedro Jocopilas,PN,Partido Nacional,hombres,LADINOS,1162,3229,hombres,LADINOS,230,1514,1485
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Cunén,PN,Partido Nacional,hombres,LADINOS,752,3781,hombres,LADINOS,2501,838,442
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,San Juan Cotzal,PN,Partido Nacional,hombres,LADINOS,1793,4971,hombres,LADINOS,798,2267,1906
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Joyabaj,PN,Partido Nacional,hombres,LADINOS,767,3607,hombres,LADINOS,220,2019,1368
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Nebaj,PN,Partido Nacional,hombres,LADINOS,1256,7182,hombres,LADINOS,2628,1906,2648
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,San Andrés Sajcabajá,PN,Partido Nacional,hombres,LADINOS,1871,3228,hombres,LADINOS,1565,1005,658
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,San Miguel Uspantán,PN,Partido Nacional,hombres,LADINOS,1726,4499,hombres,LADINOS,434,2226,1839
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Sacapulas,PN,Partido Nacional,hombres,LADINOS,3000,5441,hombres,LADINOS,2524,2141,776
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,San Bartolomé Jocotenango,PN,Partido Nacional,hombres,LADINOS,564,5371,hombres,LADINOS,672,2042,2657
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Canillá,PN,Partido Nacional,hombres,LADINOS,2183,5659,hombres,LADINOS,2045,1789,1825
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Chicamán,PN,Partido Nacional,hombres,LADINOS,946,5743,hombres,LADINOS,1179,2452,2112
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Ixcán,PN,Partido Nacional,hombres,LADINOS,662,6412,hombres,LADINOS,2724,691,2997
Elecciones Municipales,2005,GUATEMALA,Región 7,Quiche,Pachalum,PN,Partido Nacional,hombres,LADINOS,2074,4785,hombres,LADINOS,1701,160,2924
Elecciones Municipales,2005,GUATEMALA,Región 7,Baja Verapaz,Salamá,PN,Partido Nacional,hombres,LADINOS,2046,2330,hombres,LADINOS,764,1213,353
Elecciones Municipales,2005,GUATEMALA,Región 7,Baja Verapaz,San Miguel Chicaj,PN,Partido Nacional,hombres,LADINOS,1500,2540,hombres,LADINOS,508,1538,494
Elecciones Municipales,2005,GUATEMALA,Región 7,Baja Verapaz,Rabinal,PN,Partido Nacional,hombres,LADINOS,757,4094,hombres,LADINOS,872,1936,1286
Elecciones Municipales,2005,GUATEMALA,Región 7,Baja Verapaz,Cubulco,PN,Partido Nacional,hombres,LADINOS,2457,2558,hombres,LADINOS,984,485,1089
Elecciones Municipales,2005,GUATEMALA,Región 7,Baja Verapaz,Granados,PN,Partido Nacional,hombres,LADINOS,2998,4282,hombres,LADINOS,2064,35,2183
Elecciones Municipales,2005,GUATEMALA,Región 7,Baja Verapaz,Santa Cruz El Chol ,PN,Partido Nacional,hombres,LADINOS,160,4922,hombres,LADINOS,1700,2615,607
Elecciones Municipales,2005,GUATEMALA,Región 7,Baja Verapaz,San Jerónimo,PN,Partido Nacional,hombres,LADINOS,1545,2875,hombres,LADINOS,313,1827,735
Elecciones Municipales,2005,GUATEMALA,Región 7,Baja Verapaz,Purulhá,PN,Partido Nacional,hombres,LADINOS,876,2744,hombres,LADINOS,562,751,1431
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Cobán,PN,Partido Nacional,hombres,LADINOS,2122,4230,hombres,LADINOS,1384,1085,1761
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Santa Cruz Verapaz,PN,Partido Nacional,hombres,LADINOS,231,4829,hombres,LADINOS,1905,490,2434
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,San Cristóbal Verapaz,PN,Partido Nacional,hombres,LADINOS,583,2504,hombres,LADINOS,799,1660,45
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Tactic,PN,Partido Nacional,hombres,LADINOS,593,7043,hombres,LADINOS,2799,1548,2696
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Tamahú,PN,Partido Nacional,hombres,LADINOS,2781,5426,hombres,LADINOS,1558,2465,1403
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,San Miguel Tucurú,PN,Partido Nacional,hombres,LADINOS,136,4373,hombres,LADINOS,2316,564,1493
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Panzós,PN,Partido Nacional,hombres,LADINOS,1169,3582,hombres,LADINOS,977,1555,1050
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Senahú,PN,Partido Nacional,hombres,LADINOS,2155,3193,hombres,LADINOS,1615,904,674
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,San Pedro Carcha,PN,Partido Nacional,hombres,LADINOS,920,4503,hombres,LADINOS,1253,825,2425
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,San Juan Chamelco,PN,Partido Nacional,hombres,LADINOS,2479,3942,hombres,LADINOS,1373,830,1739
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Lanquín,PN,Partido Nacional,hombres,LADINOS,250,3656,hombres,LADINOS,789,1404,1463
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Santa María Cahabon,PN,Partido Nacional,hombres,LADINOS,2952,4735,hombres,LADINOS,1082,2606,1047
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Chisec,PN,Partido Nacional,hombres,LADINOS,1628,5714,hombres,LADINOS,1464,2411,1839
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Chahal,PN,Partido Nacional,hombres,LADINOS,2789,3143,hombres,LADINOS,2191,517,435
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Fray Bartolomé de las Casas,PN,Partido Nacional,hombres,LADINOS,166,4972,hombres,LADINOS,747,1911,2314
Elecciones Municipales,2005,GUATEMALA,Región 7,Alta Verapaz,Santa Catalina la Tinta,PN,Partido Nacional,hombres,LADINOS,300,3426,hombres,LADINOS,643,1447,1336
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,Flores,PN,Partido Nacional,hombres,LADINOS,1834,3565,hombres,LADINOS,41,2608,916
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,San José ,PN,Partido Nacional,hombres,LADINOS,893,3920,hombres,LADINOS,2877,700,343
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,San Benito,PN,Partido Nacional,hombres,LADINOS,2840,5721,hombres,LADINOS,1901,1335,2485
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,San Andrés,PN,Partido Nacional,hombres,LADINOS,1763,6423,hombres,LADINOS,2473,1441,2509
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,La Libertad,PN,Partido Nacional,hombres,LADINOS,2089,4443,hombres,LADINOS,2661,885,897
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,San Francisco,PN,Partido Nacional,hombres,LADINOS,1480,2118,hombres,LADINOS,1401,425,292
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,Santa Ana,PN,Partido Nacional,hombres,LADINOS,2482,4734,hombres,LADINOS,931,1595,2208
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,Dolores,PN,Partido Nacional,hombres,LADINOS,2021,2708,hombres,LADINOS,1108,634,966
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,San Luis,PN,Partido Nacional,hombres,LADINOS,2537,4125,hombres,LADINOS,1945,820,1360
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,Sayaxché,PN,Partido Nacional,hombres,LADINOS,804,7609,hombres,LADINOS,2384,2655,2570
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,Melchor de Mencos,PN,Partido Nacional,hombres,LADINOS,2075,4831,hombres,LADINOS,2316,622,1893
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,Poptún,PN,Partido Nacional,hombres,LADINOS,1372,5771,hombres,LADINOS,748,2125,2898
Elecciones Municipales,2005,GUATEMALA,Región 7,Peten,Santa Elena,PN,Partido Nacional,hombres,LADINOS,1738,3375,hombres,LADINOS,1645,1015,715
Elecciones Municipales,2005,GUATEMALA,Región 2,Izabal,Puerto Barrios,PN,Partido Nacional,hombres,LADINOS,2192,4588,hombres,LADINOS,1197,1303,2088
Elecciones Municipales,2005,GUATEMALA,Región 2,Izabal,Livingston,PN,Partido Nacional,hombres,LADINOS,2230,7625,hombres,LADINOS,2287,2571,2767
Elecciones Municipales,2005,GUATEMALA,Región 2,Izabal,El Estor ,PN,Partido Nacional,hombres,LADINOS,1179,4291,hombres,LADINOS,2165,1969,157
Elecciones Municipales,2005,GUATEMALA,Región 2,Izabal,Morales,PN,Partido Nacional,hombres,LADINOS,1259,4228,hombres,LADINOS,1843,2320,65
Elecciones Municipales,2005,GUATEMALA,Región 2,Izabal,Los Amates,PN,Partido Nacional,hombres,LADINOS,2339,5973,hombres,LADINOS,2331,2250,1392
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,Zacapa,PN,Partido Nacional,hombres,LADINOS,479,3340,hombres,LADINOS,520,222,2598
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,Estanzuela,PN,Partido Nacional,hombres,LADINOS,1917,1249,hombres,LADINOS,429,330,490
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,Rio Hondo,PN,Partido Nacional,hombres,LADINOS,2124,766,hombres,LADINOS,534,168,64
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,Gualán,PN,Partido Nacional,hombres,LADINOS,1392,3137,hombres,LADINOS,740,312,2085
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,Teculután,PN,Partido Nacional,hombres,LADINOS,621,8429,hombres,LADINOS,2924,2614,2891
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,Usumatlán,PN,Partido Nacional,hombres,LADINOS,1930,5751,hombres,LADINOS,2512,2426,813
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,Cabañas,PN,Partido Nacional,hombres,LADINOS,368,2992,hombres,LADINOS,1286,1160,546
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,San Diego,PN,Partido Nacional,hombres,LADINOS,271,1762,hombres,LADINOS,14,236,1512
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,La Unión,PN,Partido Nacional,hombres,LADINOS,933,6711,hombres,LADINOS,2870,1999,1842
Elecciones Municipales,2005,GUATEMALA,Región 2,Zacapa,Huité,PN,Partido Nacional,hombres,LADINOS,2485,5207,hombres,LADINOS,2506,353,2348
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,Chiquimulamula,PN,Partido Nacional,hombres,LADINOS,2797,4360,hombres,LADINOS,966,1692,1702
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,San José la Arada,PN,Partido Nacional,hombres,LADINOS,1557,5934,hombres,LADINOS,2364,2443,1127
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,San Juan Ermita,PN,Partido Nacional,hombres,LADINOS,2425,5129,hombres,LADINOS,2758,2219,152
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,Jocotán,PN,Partido Nacional,hombres,LADINOS,2440,5989,hombres,LADINOS,1403,2308,2278
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,Camotán,PN,Partido Nacional,hombres,LADINOS,146,4306,hombres,LADINOS,1659,1795,852
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,Olopa,PN,Partido Nacional,hombres,LADINOS,1920,6720,hombres,LADINOS,2045,2559,2116
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,Esquipulas,PN,Partido Nacional,hombres,LADINOS,1600,4908,hombres,LADINOS,1077,1193,2638
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,Concepción las Minas,PN,Partido Nacional,hombres,LADINOS,2864,920,hombres,LADINOS,214,441,265
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,Quezaltepeque,PN,Partido Nacional,hombres,LADINOS,872,5029,hombres,LADINOS,133,2311,2585
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,San Jacinto,PN,Partido Nacional,hombres,LADINOS,2331,3250,hombres,LADINOS,165,2848,237
Elecciones Municipales,2005,GUATEMALA,Región 2,Chiquimula,Ipala,PN,Partido Nacional,hombres,LADINOS,1004,5617,hombres,LADINOS,1951,2271,1395
Elecciones Municipales,2005,GUATEMALA,Región 4,Jalapa,Jalapa,PN,Partido Nacional,hombres,LADINOS,1549,1450,hombres,LADINOS,113,992,345
Elecciones Municipales,2005,GUATEMALA,Región 4,Jalapa,San Pedro Pinula,PN,Partido Nacional,hombres,LADINOS,2273,6506,hombres,LADINOS,1814,2778,1914
Elecciones Municipales,2005,GUATEMALA,Región 4,Jalapa,San Luis Jilotepeque,PN,Partido Nacional,hombres,LADINOS,334,3940,hombres,LADINOS,752,1263,1925
Elecciones Municipales,2005,GUATEMALA,Región 4,Jalapa,San Manuel Chaparrón,PN,Partido Nacional,hombres,LADINOS,1234,6719,hombres,LADINOS,1033,2775,2911
Elecciones Municipales,2005,GUATEMALA,Región 4,Jalapa,San Carlos Alzatate,PN,Partido Nacional,hombres,LADINOS,2083,7654,hombres,LADINOS,2431,2468,2755
Elecciones Municipales,2005,GUATEMALA,Región 4,Jalapa,Monjas,PN,Partido Nacional,hombres,LADINOS,1038,5809,hombres,LADINOS,1552,2771,1486
Elecciones Municipales,2005,GUATEMALA,Región 4,Jalapa,Mataquescuintla,PN,Partido Nacional,hombres,LADINOS,358,5136,hombres,LADINOS,1071,1921,2144
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Jutiapa,PN,Partido Nacional,hombres,LADINOS,1574,5210,hombres,LADINOS,1914,1693,1603
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,El Progreso,PN,Partido Nacional,hombres,LADINOS,1741,6629,hombres,LADINOS,1969,2012,2648
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Santa Catarina Mita,PN,Partido Nacional,hombres,LADINOS,2886,5899,hombres,LADINOS,1550,2542,1807
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Agua Blanca,PN,Partido Nacional,hombres,LADINOS,497,4582,hombres,LADINOS,1022,1905,1655
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Asunción Mita,PN,Partido Nacional,hombres,LADINOS,789,4602,hombres,LADINOS,1040,933,2629
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Yupiltepeque,PN,Partido Nacional,hombres,LADINOS,1404,6631,hombres,LADINOS,1977,1878,2776
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Atescatempa,PN,Partido Nacional,hombres,LADINOS,577,1274,hombres,LADINOS,578,666,30
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Jeréz,PN,Partido Nacional,hombres,LADINOS,1004,4740,hombres,LADINOS,2238,991,1511
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,El Adelanto,PN,Partido Nacional,hombres,LADINOS,76,7743,hombres,LADINOS,2750,2945,2048
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Zapotitlán,PN,Partido Nacional,hombres,LADINOS,125,3341,hombres,LADINOS,563,2514,264
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Comapa,PN,Partido Nacional,hombres,LADINOS,181,5694,hombres,LADINOS,2409,2031,1254
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Jalpatagua,PN,Partido Nacional,hombres,LADINOS,2596,3047,hombres,LADINOS,1884,716,447
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Conguaco,PN,Partido Nacional,hombres,LADINOS,1747,2835,hombres,LADINOS,1517,721,597
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Moyuta,PN,Partido Nacional,hombres,LADINOS,1996,6627,hombres,LADINOS,1506,2636,2485
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Pasaco,PN,Partido Nacional,hombres,LADINOS,1116,3059,hombres,LADINOS,1255,1256,548
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,San José Acatempa,PN,Partido Nacional,hombres,LADINOS,500,4822,hombres,LADINOS,271,2911,1640
Elecciones Municipales,2005,GUATEMALA,Región 4,Jutiapa,Quezada,PN,Partido Nacional,hombres,LADINOS,2572,4959,hombres,LADINOS,2019,2007,933
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,Sensuntepeque,PAN,Partido Accion Nacional,hombres,LADINOS,10,4637,hombres,LADINOS,1543,574,2520
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,Ilobasco,PAN,Partido Accion Nacional,hombres,LADINOS,1747,3235,hombres,LADINOS,818,2292,125
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,Victoria,PAN,Partido Accion Nacional,hombres,LADINOS,2689,2130,hombres,LADINOS,1780,249,101
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,San Isidro,PAN,Partido Accion Nacional,hombres,LADINOS,1961,3043,hombres,LADINOS,299,1467,1277
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,Jutiapa,PAN,Partido Accion Nacional,hombres,LADINOS,2738,6612,hombres,LADINOS,2209,1492,2911
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,Tejutepeque,PAN,Partido Accion Nacional,hombres,LADINOS,2524,5207,hombres,LADINOS,2655,2540,12
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,Dolores,PAN,Partido Accion Nacional,hombres,LADINOS,666,4998,hombres,LADINOS,2392,2399,207
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,Cinquera,PAN,Partido Accion Nacional,hombres,LADINOS,1517,3808,hombres,LADINOS,2020,1554,234
Elecciones Municipales,2005,EL SALVADOR,REGION 1,Cabañas   ,Guacotecti,PAN,Partido Accion Nacional,hombres,LADINOS,1684,5016,hombres,LADINOS,2743,1106,1167
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Chalatenango,PAN,Partido Accion Nacional,hombres,LADINOS,861,3264,hombres,LADINOS,671,545,2048
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Nueva Concepción,PAN,Partido Accion Nacional,hombres,LADINOS,2024,5319,hombres,LADINOS,2314,2620,385
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,La Palma,PAN,Partido Accion Nacional,hombres,LADINOS,589,3830,hombres,LADINOS,663,2312,855
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Tejutla,PAN,Partido Accion Nacional,hombres,LADINOS,2718,4807,hombres,LADINOS,1412,1078,2317
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,La Reina,PAN,Partido Accion Nacional,hombres,LADINOS,542,4154,hombres,LADINOS,1156,1605,1393
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Arcatao,PAN,Partido Accion Nacional,hombres,LADINOS,869,4224,hombres,LADINOS,674,1353,2197
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Ignacio,PAN,Partido Accion Nacional,hombres,LADINOS,2007,4862,hombres,LADINOS,1610,2422,830
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Dulce Nombre de María,PAN,Partido Accion Nacional,hombres,LADINOS,887,3851,hombres,LADINOS,1037,2448,366
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Citalá,PAN,Partido Accion Nacional,hombres,LADINOS,758,4264,hombres,LADINOS,2056,203,2005
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Agua Caliente,PAN,Partido Accion Nacional,hombres,LADINOS,953,747,hombres,LADINOS,281,395,71
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Concepción Quezaltepeque,PAN,Partido Accion Nacional,hombres,LADINOS,492,4166,hombres,LADINOS,2672,625,869
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Nueva Trinidad,PAN,Partido Accion Nacional,hombres,LADINOS,812,5162,hombres,LADINOS,1699,625,2838
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Las Vueltas,PAN,Partido Accion Nacional,hombres,LADINOS,2397,3476,hombres,LADINOS,457,1869,1150
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Comalapa,PAN,Partido Accion Nacional,hombres,LADINOS,2316,3339,hombres,LADINOS,540,1059,1740
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Rafael,PAN,Partido Accion Nacional,hombres,LADINOS,1353,4095,hombres,LADINOS,952,1765,1378
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San José Las Flores,PAN,Partido Accion Nacional,hombres,LADINOS,864,6146,hombres,LADINOS,2285,1174,2687
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Ojos de Agua,PAN,Partido Accion Nacional,hombres,LADINOS,957,4928,hombres,LADINOS,1957,1703,1268
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Nombre de Jesús,PAN,Partido Accion Nacional,hombres,LADINOS,1028,6615,hombres,LADINOS,649,2997,2969
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Potonico,PAN,Partido Accion Nacional,hombres,LADINOS,2645,5812,hombres,LADINOS,2616,1452,1744
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Francisco Morazán,PAN,Partido Accion Nacional,hombres,LADINOS,2970,4051,hombres,LADINOS,1225,2518,308
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Santa Rita,PAN,Partido Accion Nacional,hombres,LADINOS,860,4349,hombres,LADINOS,1623,1895,831
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,La Laguna,PAN,Partido Accion Nacional,hombres,LADINOS,564,5451,hombres,LADINOS,2991,923,1537
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Isidro Labrador,PAN,Partido Accion Nacional,hombres,LADINOS,627,4722,hombres,LADINOS,2256,1991,475
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Antonio de La Cruz,PAN,Partido Accion Nacional,hombres,LADINOS,1211,3063,hombres,LADINOS,226,51,2786
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,El Paraíso,PAN,Partido Accion Nacional,hombres,LADINOS,818,5319,hombres,LADINOS,2671,1804,844
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Miguel de Mercedes,PAN,Partido Accion Nacional,hombres,LADINOS,1569,6508,hombres,LADINOS,1324,2571,2613
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Luis del Carmen,PAN,Partido Accion Nacional,hombres,LADINOS,227,2976,hombres,LADINOS,1317,1045,614
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San José Cancasque,PAN,Partido Accion Nacional,hombres,LADINOS,1750,3677,hombres,LADINOS,226,2166,1285
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Antonio Los Ranchos,PAN,Partido Accion Nacional,hombres,LADINOS,1060,5600,hombres,LADINOS,2820,2124,656
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,El Carrizal,PAN,Partido Accion Nacional,hombres,LADINOS,2978,4102,hombres,LADINOS,1498,2398,206
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Fernando,PAN,Partido Accion Nacional,hombres,LADINOS,2609,1193,hombres,LADINOS,397,718,78
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,Azacualpa,PAN,Partido Accion Nacional,hombres,LADINOS,1759,5016,hombres,LADINOS,1348,2512,1156
Elecciones Municipales,2005,EL SALVADOR,REGION 2,Chalatenango,San Francisco Lempa,PAN,Partido Accion Nacional,hombres,LADINOS,1823,4075,hombres,LADINOS,1950,1633,492
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,Cojutepeque,PAN,Partido Accion Nacional,hombres,LADINOS,1432,7147,hombres,LADINOS,2472,2027,2648
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,Suchitoto,PAN,Partido Accion Nacional,hombres,LADINOS,2550,3907,hombres,LADINOS,1283,1866,758
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,San Pedro Perulapán,PAN,Partido Accion Nacional,hombres,LADINOS,216,3097,hombres,LADINOS,689,992,1416
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,San José Guayabal,PAN,Partido Accion Nacional,hombres,LADINOS,18,6397,hombres,LADINOS,2455,2389,1553
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,Tenancingo,PAN,Partido Accion Nacional,hombres,LADINOS,2222,2327,hombres,LADINOS,635,1077,615
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,San Rafael Cedros,PAN,Partido Accion Nacional,hombres,LADINOS,2521,2684,hombres,LADINOS,599,1611,474
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,Candelaria,PAN,Partido Accion Nacional,hombres,LADINOS,197,1253,hombres,LADINOS,724,427,102
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,El Carmen,PAN,Partido Accion Nacional,hombres,LADINOS,515,5130,hombres,LADINOS,783,2758,1589
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,Monte San Juan,PAN,Partido Accion Nacional,hombres,LADINOS,2451,5127,hombres,LADINOS,1169,1142,2816
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,San Cristóbla,PAN,Partido Accion Nacional,hombres,LADINOS,2460,3926,hombres,LADINOS,579,1404,1943
Elecciones Municipales,2005,EL SALVADOR,REGION 3,Cuscatlán  ,Santa Cruz Michapa,PAN,Partido Accion Nacional,hombres,LADINOS,275,5515,hombres,LADINOS,2836,1531,1148
